Region,Division,lat_lng,Island,Num_of_Schools,Year,Number
CARAGA,Surigao del Norte,"9.5148, 125.6970",Mindanao,1665,2010,30026
CARAGA,Surigao del Norte,"9.5148, 125.6970",Mindanao,1665,2011,31284
CARAGA,Surigao del Norte,"9.5148, 125.6970",Mindanao,1665,2012,32525
CARAGA,Surigao del Sur,"8.5405, 126.1145",Mindanao,1665,2005,72451
CARAGA,Surigao del Sur,"8.5405, 126.1145",Mindanao,1665,2006,71603
CARAGA,Surigao del Sur,"8.5405, 126.1145",Mindanao,1665,2007,72871
CARAGA,Surigao del Sur,"8.5405, 126.1145",Mindanao,1665,2008,73813
CARAGA,Surigao del Sur,"8.5405, 126.1145",Mindanao,1665,2009,75296
CARAGA,Surigao del Sur,"8.5405, 126.1145",Mindanao,1665,2010,78628
CARAGA,Surigao del Sur,"8.5405, 126.1145",Mindanao,1665,2011,78734
CARAGA,Surigao del Sur,"8.5405, 126.1145",Mindanao,1665,2012,77987
CARAGA,Bislig City,"8.2101, 126.2848",Mindanao,1665,2005,14640
CARAGA,Bislig City,"8.2101, 126.2848",Mindanao,1665,2006,14548
CARAGA,Bislig City,"8.2101, 126.2848",Mindanao,1665,2007,14579
CARAGA,Bislig City,"8.2101, 126.2848",Mindanao,1665,2008,14200
CARAGA,Bislig City,"8.2101, 126.2848",Mindanao,1665,2009,14074
CARAGA,Bislig City,"8.2101, 126.2848",Mindanao,1665,2010,13935
CARAGA,Bislig City,"8.2101, 126.2848",Mindanao,1665,2011,13759
CARAGA,Bislig City,"8.2101, 126.2848",Mindanao,1665,2012,13686
CARAGA,Dinagat Island,"10.1282, 125.6095",Mindanao,1665,2005,0
CARAGA,Dinagat Island,"10.1282, 125.6095",Mindanao,1665,2006,0
CARAGA,Dinagat Island,"10.1282, 125.6095",Mindanao,1665,2007,17270
CARAGA,Dinagat Island,"10.1282, 125.6095",Mindanao,1665,2008,16981
CARAGA,Dinagat Island,"10.1282, 125.6095",Mindanao,1665,2009,16495
CARAGA,Dinagat Island,"10.1282, 125.6095",Mindanao,1665,2010,17090
CARAGA,Dinagat Island,"10.1282, 125.6095",Mindanao,1665,2011,17282
CARAGA,Dinagat Island,"10.1282, 125.6095",Mindanao,1665,2012,17087
ARMM,Maguindanao II,"6.9423, 124.4198",Mindanao,2148,2005,0
ARMM,Maguindanao II,"6.9423, 124.4198",Mindanao,2148,2006,0
ARMM,Maguindanao II,"6.9423, 124.4198",Mindanao,2148,2007,0
ARMM,Maguindanao II,"6.9423, 124.4198",Mindanao,2148,2008,0
ARMM,Maguindanao II,"6.9423, 124.4198",Mindanao,2148,2009,0
ARMM,Maguindanao II,"6.9423, 124.4198",Mindanao,2148,2010,78908
ARMM,Maguindanao II,"6.9423, 124.4198",Mindanao,2148,2011,80742
ARMM,Maguindanao II,"6.9423, 124.4198",Mindanao,2148,2012,79769
ARMM,Basilan,"6.4296, 121.9870",Mindanao,2148,2005,46844
ARMM,Basilan,"6.4296, 121.9870",Mindanao,2148,2006,44312
ARMM,Basilan,"6.4296, 121.9870",Mindanao,2148,2007,29787
ARMM,Basilan,"6.4296, 121.9870",Mindanao,2148,2008,32657
ARMM,Basilan,"6.4296, 121.9870",Mindanao,2148,2009,32696
ARMM,Basilan,"6.4296, 121.9870",Mindanao,2148,2010,33661
ARMM,Basilan,"6.4296, 121.9870",Mindanao,2148,2011,32671
ARMM,Basilan,"6.4296, 121.9870",Mindanao,2148,2012,37253
ARMM,Lanao del Sur - IA,"7.8232, 124.4198",Mindanao,2148,2005,109244
ARMM,Lanao del Sur - IA,"7.8232, 124.4198",Mindanao,2148,2006,108108
ARMM,Lanao del Sur - IA,"7.8232, 124.4198",Mindanao,2148,2007,107230
ARMM,Lanao del Sur - IA,"7.8232, 124.4198",Mindanao,2148,2008,56912
ARMM,Lanao del Sur - IA,"7.8232, 124.4198",Mindanao,2148,2009,67618
ARMM,Lanao del Sur - IA,"7.8232, 124.4198",Mindanao,2148,2010,72911
ARMM,Lanao del Sur - IA,"7.8232, 124.4198",Mindanao,2148,2011,64819
ARMM,Lanao del Sur - IA,"7.8232, 124.4198",Mindanao,2148,2012,54715
ARMM,Lanao del Sur - IIA,"7.8232, 124.4198",Mindanao,2148,2005,72016
ARMM,Lanao del Sur - IIA,"7.8232, 124.4198",Mindanao,2148,2006,69028
ARMM,Lanao del Sur - IIA,"7.8232, 124.4198",Mindanao,2148,2007,74499
ARMM,Lanao del Sur - IIA,"7.8232, 124.4198",Mindanao,2148,2008,48525
ARMM,Lanao del Sur - IIA,"7.8232, 124.4198",Mindanao,2148,2009,48447
ARMM,Lanao del Sur - IIA,"7.8232, 124.4198",Mindanao,2148,2010,48931
ARMM,Lanao del Sur - IIA,"7.8232, 124.4198",Mindanao,2148,2011,48672
ARMM,Lanao del Sur - IIA,"7.8232, 124.4198",Mindanao,2148,2012,43226
ARMM,Maguindanao I,"6.9423, 124.4198",Mindanao,2148,2005,136061
ARMM,Maguindanao I,"6.9423, 124.4198",Mindanao,2148,2006,141008
ARMM,Maguindanao I,"6.9423, 124.4198",Mindanao,2148,2007,91038
ARMM,Maguindanao I,"6.9423, 124.4198",Mindanao,2148,2008,104718
ARMM,Maguindanao I,"6.9423, 124.4198",Mindanao,2148,2009,176164
ARMM,Maguindanao I,"6.9423, 124.4198",Mindanao,2148,2010,96755
ARMM,Maguindanao I,"6.9423, 124.4198",Mindanao,2148,2011,105866
ARMM,Maguindanao I,"6.9423, 124.4198",Mindanao,2148,2012,97667
ARMM,Sulu I,"5.9749, 121.0335",Mindanao,2148,2005,51605
ARMM,Sulu I,"5.9749, 121.0335",Mindanao,2148,2006,54542
ARMM,Sulu I,"5.9749, 121.0335",Mindanao,2148,2007,60457
ARMM,Sulu I,"5.9749, 121.0335",Mindanao,2148,2008,60354
ARMM,Sulu I,"5.9749, 121.0335",Mindanao,2148,2009,63566
ARMM,Sulu I,"5.9749, 121.0335",Mindanao,2148,2010,63879
ARMM,Sulu I,"5.9749, 121.0335",Mindanao,2148,2011,62500
ARMM,Sulu I,"5.9749, 121.0335",Mindanao,2148,2012,60926
ARMM,Tawi-Tawi,"5.1338, 119.9509",Mindanao,2148,2005,61780
ARMM,Tawi-Tawi,"5.1338, 119.9509",Mindanao,2148,2006,67897
ARMM,Tawi-Tawi,"5.1338, 119.9509",Mindanao,2148,2007,69439
ARMM,Tawi-Tawi,"5.1338, 119.9509",Mindanao,2148,2008,71438
ARMM,Tawi-Tawi,"5.1338, 119.9509",Mindanao,2148,2009,72640
ARMM,Tawi-Tawi,"5.1338, 119.9509",Mindanao,2148,2010,90478
ARMM,Tawi-Tawi,"5.1338, 119.9509",Mindanao,2148,2011,78776
ARMM,Tawi-Tawi,"5.1338, 119.9509",Mindanao,2148,2012,59943
ARMM,Marawi City,"8.003404, 124.283948",Mindanao,2148,2005,40297
ARMM,Marawi City,"8.003404, 124.283948",Mindanao,2148,2006,40204
ARMM,Marawi City,"8.003404, 124.283948",Mindanao,2148,2007,54249
ARMM,Marawi City,"8.003404, 124.283948",Mindanao,2148,2008,50136
ARMM,Marawi City,"8.003404, 124.283948",Mindanao,2148,2009,66033
ARMM,Marawi City,"8.003404, 124.283948",Mindanao,2148,2010,65900
ARMM,Marawi City,"8.003404, 124.283948",Mindanao,2148,2011,50960
ARMM,Marawi City,"8.003404, 124.283948",Mindanao,2148,2012,46341
ARMM,Sulu II,"5.9749, 121.0335",Mindanao,2148,2005,37193
ARMM,Sulu II,"5.9749, 121.0335",Mindanao,2148,2006,39278
ARMM,Sulu II,"5.9749, 121.0335",Mindanao,2148,2007,45126
ARMM,Sulu II,"5.9749, 121.0335",Mindanao,2148,2008,46116
ARMM,Sulu II,"5.9749, 121.0335",Mindanao,2148,2009,46116
ARMM,Sulu II,"5.9749, 121.0335",Mindanao,2148,2010,44168
ARMM,Sulu II,"5.9749, 121.0335",Mindanao,2148,2011,46670
ARMM,Sulu II,"5.9749, 121.0335",Mindanao,2148,2012,42619
ARMM,Shariff Kabunsuan,"7.2167, 124.9500",Mindanao,2148,2005,0
ARMM,Shariff Kabunsuan,"7.2167, 124.9500",Mindanao,2148,2006,0
ARMM,Shariff Kabunsuan,"7.2167, 124.9500",Mindanao,2148,2007,73044
ARMM,Shariff Kabunsuan,"7.2167, 124.9500",Mindanao,2148,2008,82437
ARMM,Shariff Kabunsuan,"7.2167, 124.9500",Mindanao,2148,2009,0
ARMM,Shariff Kabunsuan,"7.2167, 124.9500",Mindanao,2148,2010,0
ARMM,Shariff Kabunsuan,"7.2167, 124.9500",Mindanao,2148,2011,0
ARMM,Shariff Kabunsuan,"7.2167, 124.9500",Mindanao,2148,2012,0
ARMM,Lamitan City,"6.6615, 122.1065",Mindanao,2148,2005,0
ARMM,Lamitan City,"6.6615, 122.1065",Mindanao,2148,2006,0
ARMM,Lamitan City,"6.6615, 122.1065",Mindanao,2148,2007,14602
ARMM,Lamitan City,"6.6615, 122.1065",Mindanao,2148,2008,13598
ARMM,Lamitan City,"6.6615, 122.1065",Mindanao,2148,2009,15691
ARMM,Lamitan City,"6.6615, 122.1065",Mindanao,2148,2010,17836
ARMM,Lamitan City,"6.6615, 122.1065",Mindanao,2148,2011,14471
ARMM,Lamitan City,"6.6615, 122.1065",Mindanao,2148,2012,14186
ARMM,Lanao del Sur - IB,"7.8232, 124.4198",Mindanao,2148,2005,0
ARMM,Lanao del Sur - IB,"7.8232, 124.4198",Mindanao,2148,2006,0
ARMM,Lanao del Sur - IB,"7.8232, 124.4198",Mindanao,2148,2007,0
ARMM,Lanao del Sur - IB,"7.8232, 124.4198",Mindanao,2148,2008,59492
ARMM,Lanao del Sur - IB,"7.8232, 124.4198",Mindanao,2148,2009,65068
ARMM,Lanao del Sur - IB,"7.8232, 124.4198",Mindanao,2148,2010,60840
ARMM,Lanao del Sur - IB,"7.8232, 124.4198",Mindanao,2148,2011,61246
ARMM,Lanao del Sur - IB,"7.8232, 124.4198",Mindanao,2148,2012,52436
ARMM,Lanao del Sur - IIB,"7.8232, 124.4198",Mindanao,2148,2005,0
ARMM,Lanao del Sur - IIB,"7.8232, 124.4198",Mindanao,2148,2006,0
ARMM,Lanao del Sur - IIB,"7.8232, 124.4198",Mindanao,2148,2007,0
ARMM,Lanao del Sur - IIB,"7.8232, 124.4198",Mindanao,2148,2008,37029
ARMM,Lanao del Sur - IIB,"7.8232, 124.4198",Mindanao,2148,2009,35366
ARMM,Lanao del Sur - IIB,"7.8232, 124.4198",Mindanao,2148,2010,36980
ARMM,Lanao del Sur - IIB,"7.8232, 124.4198",Mindanao,2148,2011,38621
ARMM,Lanao del Sur - IIB,"7.8232, 124.4198",Mindanao,2148,2012,36085
CAR,Abra,"17.5951, 120.7983",Luzon,1531,2005,30073
CAR,Abra,"17.5951, 120.7983",Luzon,1531,2006,30008
CAR,Abra,"17.5951, 120.7983",Luzon,1531,2007,30218
CAR,Abra,"17.5951, 120.7983",Luzon,1531,2008,30727
CAR,Abra,"17.5951, 120.7983",Luzon,1531,2009,31501
CAR,Abra,"17.5951, 120.7983",Luzon,1531,2010,31914
CAR,Abra,"17.5951, 120.7983",Luzon,1531,2011,31926
CAR,Abra,"17.5951, 120.7983",Luzon,1531,2012,31696
CAR,Apayao,"18.0120, 121.1710",Luzon,1531,2005,17678
CAR,Apayao,"18.0120, 121.1710",Luzon,1531,2006,17762
CAR,Apayao,"18.0120, 121.1710",Luzon,1531,2007,17695
CAR,Apayao,"18.0120, 121.1710",Luzon,1531,2008,18018
CAR,Apayao,"18.0120, 121.1710",Luzon,1531,2009,18632
CAR,Apayao,"18.0120, 121.1710",Luzon,1531,2010,19036
CAR,Apayao,"18.0120, 121.1710",Luzon,1531,2011,18749
CAR,Apayao,"18.0120, 121.1710",Luzon,1531,2012,18300
CAR,Benguet,"16.5577, 120.8039",Luzon,1531,2005,48598
CAR,Benguet,"16.5577, 120.8039",Luzon,1531,2006,48917
CAR,Benguet,"16.5577, 120.8039",Luzon,1531,2007,48816
CAR,Benguet,"16.5577, 120.8039",Luzon,1531,2008,48426
CAR,Benguet,"16.5577, 120.8039",Luzon,1531,2009,48541
CAR,Benguet,"16.5577, 120.8039",Luzon,1531,2010,48290
CAR,Benguet,"16.5577, 120.8039",Luzon,1531,2011,47781
CAR,Benguet,"16.5577, 120.8039",Luzon,1531,2012,47323
CAR,Ifugao,"16.8331, 121.1710",Luzon,1531,2005,29279
CAR,Ifugao,"16.8331, 121.1710",Luzon,1531,2006,29188
CAR,Ifugao,"16.8331, 121.1710",Luzon,1531,2007,28690
CAR,Ifugao,"16.8331, 121.1710",Luzon,1531,2008,28475
CAR,Ifugao,"16.8331, 121.1710",Luzon,1531,2009,28371
CAR,Ifugao,"16.8331, 121.1710",Luzon,1531,2010,27982
CAR,Ifugao,"16.8331, 121.1710",Luzon,1531,2011,28060
CAR,Ifugao,"16.8331, 121.1710",Luzon,1531,2012,28293
CAR,Kalinga,"17.4740, 121.3542",Luzon,1531,2005,31761
CAR,Kalinga,"17.4740, 121.3542",Luzon,1531,2006,31519
CAR,Kalinga,"17.4740, 121.3542",Luzon,1531,2007,31756
CAR,Kalinga,"17.4740, 121.3542",Luzon,1531,2008,32190
CAR,Kalinga,"17.4740, 121.3542",Luzon,1531,2009,33346
CAR,Kalinga,"17.4740, 121.3542",Luzon,1531,2010,34044
CAR,Kalinga,"17.4740, 121.3542",Luzon,1531,2011,33753
CAR,Kalinga,"17.4740, 121.3542",Luzon,1531,2012,33700
CAR,Mt. Province,"17.0663, 121.0335",Luzon,1531,2005,23245
CAR,Mt. Province,"17.0663, 121.0335",Luzon,1531,2006,23418
CAR,Mt. Province,"17.0663, 121.0335",Luzon,1531,2007,23143
CAR,Mt. Province,"17.0663, 121.0335",Luzon,1531,2008,23375
CAR,Mt. Province,"17.0663, 121.0335",Luzon,1531,2009,23189
CAR,Mt. Province,"17.0663, 121.0335",Luzon,1531,2010,23173
CAR,Mt. Province,"17.0663, 121.0335",Luzon,1531,2011,22616
CAR,Mt. Province,"17.0663, 121.0335",Luzon,1531,2012,22319
CAR,Baguio City,"16.417155, 120.590998",Luzon,1531,2005,28886
CAR,Baguio City,"16.417155, 120.590998",Luzon,1531,2006,29708
CAR,Baguio City,"16.417155, 120.590998",Luzon,1531,2007,30164
CAR,Baguio City,"16.417155, 120.590998",Luzon,1531,2008,31153
CAR,Baguio City,"16.417155, 120.590998",Luzon,1531,2009,32067
CAR,Baguio City,"16.417155, 120.590998",Luzon,1531,2010,33003
CAR,Baguio City,"16.417155, 120.590998",Luzon,1531,2011,33610
CAR,Baguio City,"16.417155, 120.590998",Luzon,1531,2012,33849
NCR,City of San Juan,"14.6, 121.0333",Luzon,518,2005,0
NCR,City of San Juan,"14.6, 121.0333",Luzon,518,2006,0
NCR,City of San Juan,"14.6, 121.0333",Luzon,518,2007,0
NCR,City of San Juan,"14.6, 121.0333",Luzon,518,2008,0
NCR,City of San Juan,"14.6, 121.0333",Luzon,518,2009,9020
NCR,City of San Juan,"14.6, 121.0333",Luzon,518,2010,8849
NCR,City of San Juan,"14.6, 121.0333",Luzon,518,2011,8670
NCR,City of San Juan,"14.6, 121.0333",Luzon,518,2012,8602
NCR,Navotas,"14.647676, 120.959073",Luzon,518,2005,0
NCR,Navotas,"14.647676, 120.959073",Luzon,518,2006,0
NCR,Navotas,"14.647676, 120.959073",Luzon,518,2007,0
NCR,Navotas,"14.647676, 120.959073",Luzon,518,2008,0
NCR,Navotas,"14.647676, 120.959073",Luzon,518,2009,0
NCR,Navotas,"14.647676, 120.959073",Luzon,518,2010,33961
NCR,Navotas,"14.647676, 120.959073",Luzon,518,2011,33704
NCR,Navotas,"14.647676, 120.959073",Luzon,518,2012,33009
NCR,Manila,"14.6042, 120.9822",Luzon,518,2005,180233
NCR,Manila,"14.6042, 120.9822",Luzon,518,2006,183458
NCR,Manila,"14.6042, 120.9822",Luzon,518,2007,183580
NCR,Manila,"14.6042, 120.9822",Luzon,518,2008,187142
NCR,Manila,"14.6042, 120.9822",Luzon,518,2009,184596
NCR,Manila,"14.6042, 120.9822",Luzon,518,2010,185461
NCR,Manila,"14.6042, 120.9822",Luzon,518,2011,186935
NCR,Manila,"14.6042, 120.9822",Luzon,518,2012,185534
NCR,Quezon City,"14.6488, 121.0509",Luzon,518,2005,246330
NCR,Quezon City,"14.6488, 121.0509",Luzon,518,2006,251933
NCR,Quezon City,"14.6488, 121.0509",Luzon,518,2007,256333
NCR,Quezon City,"14.6488, 121.0509",Luzon,518,2008,261678
NCR,Quezon City,"14.6488, 121.0509",Luzon,518,2009,262364
NCR,Quezon City,"14.6488, 121.0509",Luzon,518,2010,262771
NCR,Quezon City,"14.6488, 121.0509",Luzon,518,2011,262241
NCR,Quezon City,"14.6488, 121.0509",Luzon,518,2012,261616
NCR,Pasay City,"14.54559, 120.995818",Luzon,518,2005,34760
NCR,Pasay City,"14.54559, 120.995818",Luzon,518,2006,35172
NCR,Pasay City,"14.54559, 120.995818",Luzon,518,2007,35324
NCR,Pasay City,"14.54559, 120.995818",Luzon,518,2008,35264
NCR,Pasay City,"14.54559, 120.995818",Luzon,518,2009,35319
NCR,Pasay City,"14.54559, 120.995818",Luzon,518,2010,34970
NCR,Pasay City,"14.54559, 120.995818",Luzon,518,2011,35440
NCR,Pasay City,"14.54559, 120.995818",Luzon,518,2012,34976
NCR,Caloocan City,"14.649228, 120.982589",Luzon,518,2005,141342
NCR,Caloocan City,"14.649228, 120.982589",Luzon,518,2006,146535
NCR,Caloocan City,"14.649228, 120.982589",Luzon,518,2007,148735
NCR,Caloocan City,"14.649228, 120.982589",Luzon,518,2008,150906
NCR,Caloocan City,"14.649228, 120.982589",Luzon,518,2009,153668
NCR,Caloocan City,"14.649228, 120.982589",Luzon,518,2010,155158
NCR,Caloocan City,"14.649228, 120.982589",Luzon,518,2011,157301
NCR,Caloocan City,"14.649228, 120.982589",Luzon,518,2012,157645
NCR,Mandaluyong City,"14.5832, 121.0409",Luzon,518,2005,27219
NCR,Mandaluyong City,"14.5832, 121.0409",Luzon,518,2006,27979
NCR,Mandaluyong City,"14.5832, 121.0409",Luzon,518,2007,28408
NCR,Mandaluyong City,"14.5832, 121.0409",Luzon,518,2008,29431
NCR,Mandaluyong City,"14.5832, 121.0409",Luzon,518,2009,29923
NCR,Mandaluyong City,"14.5832, 121.0409",Luzon,518,2010,29736
NCR,Mandaluyong City,"14.5832, 121.0409",Luzon,518,2011,31308
NCR,Mandaluyong City,"14.5832, 121.0409",Luzon,518,2012,30866
NCR,Marikina City,"14.64138, 121.111796",Luzon,518,2005,43813
NCR,Marikina City,"14.64138, 121.111796",Luzon,518,2006,45000
NCR,Marikina City,"14.64138, 121.111796",Luzon,518,2007,45759
NCR,Marikina City,"14.64138, 121.111796",Luzon,518,2008,46296
NCR,Marikina City,"14.64138, 121.111796",Luzon,518,2009,46530
NCR,Marikina City,"14.64138, 121.111796",Luzon,518,2010,44764
NCR,Marikina City,"14.64138, 121.111796",Luzon,518,2011,45362
NCR,Marikina City,"14.64138, 121.111796",Luzon,518,2012,44770
NCR,Makati City,"14.550106, 121.036017",Luzon,518,2005,48914
NCR,Makati City,"14.550106, 121.036017",Luzon,518,2006,48619
NCR,Makati City,"14.550106, 121.036017",Luzon,518,2007,50793
NCR,Makati City,"14.550106, 121.036017",Luzon,518,2008,51947
NCR,Makati City,"14.550106, 121.036017",Luzon,518,2009,51828
NCR,Makati City,"14.550106, 121.036017",Luzon,518,2010,51565
NCR,Makati City,"14.550106, 121.036017",Luzon,518,2011,51270
NCR,Makati City,"14.550106, 121.036017",Luzon,518,2012,50415
NCR,Pasig City,"14.560355, 121.08121",Luzon,518,2005,74198
NCR,Pasig City,"14.560355, 121.08121",Luzon,518,2006,76569
NCR,Pasig City,"14.560355, 121.08121",Luzon,518,2007,79311
NCR,Pasig City,"14.560355, 121.08121",Luzon,518,2008,80520
NCR,Pasig City,"14.560355, 121.08121",Luzon,518,2009,73226
NCR,Pasig City,"14.560355, 121.08121",Luzon,518,2010,72956
NCR,Pasig City,"14.560355, 121.08121",Luzon,518,2011,73833
NCR,Pasig City,"14.560355, 121.08121",Luzon,518,2012,74386
NCR,Paranaque City,"14.4793, 121.0198",Luzon,518,2005,50963
NCR,Paranaque City,"14.4793, 121.0198",Luzon,518,2006,52736
NCR,Paranaque City,"14.4793, 121.0198",Luzon,518,2007,53194
NCR,Paranaque City,"14.4793, 121.0198",Luzon,518,2008,53501
NCR,Paranaque City,"14.4793, 121.0198",Luzon,518,2009,53631
NCR,Paranaque City,"14.4793, 121.0198",Luzon,518,2010,54429
NCR,Paranaque City,"14.4793, 121.0198",Luzon,518,2011,56322
NCR,Paranaque City,"14.4793, 121.0198",Luzon,518,2012,56591
NCR,Las Pinas City,"14.4445, 120.9939",Luzon,518,2005,55313
NCR,Las Pinas City,"14.4445, 120.9939",Luzon,518,2006,57236
NCR,Las Pinas City,"14.4445, 120.9939",Luzon,518,2007,58927
NCR,Las Pinas City,"14.4445, 120.9939",Luzon,518,2008,58774
NCR,Las Pinas City,"14.4445, 120.9939",Luzon,518,2009,60215
NCR,Las Pinas City,"14.4445, 120.9939",Luzon,518,2010,60501
NCR,Las Pinas City,"14.4445, 120.9939",Luzon,518,2011,62249
NCR,Las Pinas City,"14.4445, 120.9939",Luzon,518,2012,61809
NCR,Valenzuela City,"14.693645, 120.965583",Luzon,518,2005,59399
NCR,Valenzuela City,"14.693645, 120.965583",Luzon,518,2006,61603
NCR,Valenzuela City,"14.693645, 120.965583",Luzon,518,2007,63454
NCR,Valenzuela City,"14.693645, 120.965583",Luzon,518,2008,65285
NCR,Valenzuela City,"14.693645, 120.965583",Luzon,518,2009,66511
NCR,Valenzuela City,"14.693645, 120.965583",Luzon,518,2010,67452
NCR,Valenzuela City,"14.693645, 120.965583",Luzon,518,2011,68890
NCR,Valenzuela City,"14.693645, 120.965583",Luzon,518,2012,69658
NCR,Malabon City,"14.669098, 120.971958",Luzon,518,2005,77681
NCR,Malabon City,"14.669098, 120.971958",Luzon,518,2006,79053
NCR,Malabon City,"14.669098, 120.971958",Luzon,518,2007,79905
NCR,Malabon City,"14.669098, 120.971958",Luzon,518,2008,80132
NCR,Malabon City,"14.669098, 120.971958",Luzon,518,2009,81022
NCR,Malabon City,"14.669098, 120.971958",Luzon,518,2010,47062
NCR,Malabon City,"14.669098, 120.971958",Luzon,518,2011,48064
NCR,Malabon City,"14.669098, 120.971958",Luzon,518,2012,47253
NCR,Taguig,"14.5176, 121.0509",Luzon,518,2005,67433
NCR,Taguig,"14.5176, 121.0509",Luzon,518,2006,70054
NCR,Taguig,"14.5176, 121.0509",Luzon,518,2007,72066
NCR,Taguig,"14.5176, 121.0509",Luzon,518,2008,73268
NCR,Taguig,"14.5176, 121.0509",Luzon,518,2009,74397
NCR,Taguig,"14.5176, 121.0509",Luzon,518,2010,76116
NCR,Taguig,"14.5176, 121.0509",Luzon,518,2011,79805
NCR,Taguig,"14.5176, 121.0509",Luzon,518,2012,81771
NCR,Muntinlupa City,"14.413494, 121.026322",Luzon,518,2005,40725
NCR,Muntinlupa City,"14.413494, 121.026322",Luzon,518,2006,41718
NCR,Muntinlupa City,"14.413494, 121.026322",Luzon,518,2007,43771
NCR,Muntinlupa City,"14.413494, 121.026322",Luzon,518,2008,45189
NCR,Muntinlupa City,"14.413494, 121.026322",Luzon,518,2009,46145
NCR,Muntinlupa City,"14.413494, 121.026322",Luzon,518,2010,46139
NCR,Muntinlupa City,"14.413494, 121.026322",Luzon,518,2011,47163
NCR,Muntinlupa City,"14.413494, 121.026322",Luzon,518,2012,47218
