Region,Division,lat_lng,Island,Num_of_Schools,Year,Number
Region IV-A,Lipa City,"13.9419, 121.1644",Luzon,2740,2006,31956
Region IV-A,Lipa City,"13.9419, 121.1644",Luzon,2740,2007,32911
Region IV-A,Lipa City,"13.9419, 121.1644",Luzon,2740,2008,33334
Region IV-A,Lipa City,"13.9419, 121.1644",Luzon,2740,2009,34097
Region IV-A,Lipa City,"13.9419, 121.1644",Luzon,2740,2010,34768
Region IV-A,Lipa City,"13.9419, 121.1644",Luzon,2740,2011,35880
Region IV-A,Lipa City,"13.9419, 121.1644",Luzon,2740,2012,37060
Region IV-A,Lucena City,"13.9348, 121.6127",Luzon,2740,2005,30009
Region IV-A,Lucena City,"13.9348, 121.6127",Luzon,2740,2006,30585
Region IV-A,Lucena City,"13.9348, 121.6127",Luzon,2740,2007,31256
Region IV-A,Lucena City,"13.9348, 121.6127",Luzon,2740,2008,31512
Region IV-A,Lucena City,"13.9348, 121.6127",Luzon,2740,2009,31812
Region IV-A,Lucena City,"13.9348, 121.6127",Luzon,2740,2010,32047
Region IV-A,Lucena City,"13.9348, 121.6127",Luzon,2740,2011,33257
Region IV-A,Lucena City,"13.9348, 121.6127",Luzon,2740,2012,33852
Region IV-A,San Pablo City,"14.0642, 121.3233",Luzon,2740,2005,28372
Region IV-A,San Pablo City,"14.0642, 121.3233",Luzon,2740,2006,29210
Region IV-A,San Pablo City,"14.0642, 121.3233",Luzon,2740,2007,29862
Region IV-A,San Pablo City,"14.0642, 121.3233",Luzon,2740,2008,30204
Region IV-A,San Pablo City,"14.0642, 121.3233",Luzon,2740,2009,30325
Region IV-A,San Pablo City,"14.0642, 121.3233",Luzon,2740,2010,30775
Region IV-A,San Pablo City,"14.0642, 121.3233",Luzon,2740,2011,31532
Region IV-A,San Pablo City,"14.0642, 121.3233",Luzon,2740,2012,31856
Region IV-A,Calamba City,"14.1877, 121.1251",Luzon,2740,2005,37010
Region IV-A,Calamba City,"14.1877, 121.1251",Luzon,2740,2006,38549
Region IV-A,Calamba City,"14.1877, 121.1251",Luzon,2740,2007,39747
Region IV-A,Calamba City,"14.1877, 121.1251",Luzon,2740,2008,42417
Region IV-A,Calamba City,"14.1877, 121.1251",Luzon,2740,2009,44134
Region IV-A,Calamba City,"14.1877, 121.1251",Luzon,2740,2010,44972
Region IV-A,Calamba City,"14.1877, 121.1251",Luzon,2740,2011,46492
Region IV-A,Calamba City,"14.1877, 121.1251",Luzon,2740,2012,48153
Region IV-A,Antipolo City,"14.5886, 121.1757",Luzon,2740,2005,75186
Region IV-A,Antipolo City,"14.5886, 121.1757",Luzon,2740,2006,76135
Region IV-A,Antipolo City,"14.5886, 121.1757",Luzon,2740,2007,77531
Region IV-A,Antipolo City,"14.5886, 121.1757",Luzon,2740,2008,79986
Region IV-A,Antipolo City,"14.5886, 121.1757",Luzon,2740,2009,82275
Region IV-A,Antipolo City,"14.5886, 121.1757",Luzon,2740,2010,85173
Region IV-A,Antipolo City,"14.5886, 121.1757",Luzon,2740,2011,87245
Region IV-A,Antipolo City,"14.5886, 121.1757",Luzon,2740,2012,89931
Region IV-A,Tanauan City,"14.0835, 121.1474",Luzon,2740,2005,17688
Region IV-A,Tanauan City,"14.0835, 121.1474",Luzon,2740,2006,18391
Region IV-A,Tanauan City,"14.0835, 121.1474",Luzon,2740,2007,18348
Region IV-A,Tanauan City,"14.0835, 121.1474",Luzon,2740,2008,18705
Region IV-A,Tanauan City,"14.0835, 121.1474",Luzon,2740,2009,18955
Region IV-A,Tanauan City,"14.0835, 121.1474",Luzon,2740,2010,19372
Region IV-A,Tanauan City,"14.0835, 121.1474",Luzon,2740,2011,19934
Region IV-A,Tanauan City,"14.0835, 121.1474",Luzon,2740,2012,19888
Region IV-A,Sta. Rosa City,"14.2843, 121.0889",Luzon,2740,2005,24035
Region IV-A,Sta. Rosa City,"14.2843, 121.0889",Luzon,2740,2006,24419
Region IV-A,Sta. Rosa City,"14.2843, 121.0889",Luzon,2740,2007,25344
Region IV-A,Sta. Rosa City,"14.2843, 121.0889",Luzon,2740,2008,26409
Region IV-A,Sta. Rosa City,"14.2843, 121.0889",Luzon,2740,2009,27835
Region IV-A,Sta. Rosa City,"14.2843, 121.0889",Luzon,2740,2010,29817
Region IV-A,Sta. Rosa City,"14.2843, 121.0889",Luzon,2740,2011,31586
Region IV-A,Sta. Rosa City,"14.2843, 121.0889",Luzon,2740,2012,32657
Region IV-B,Marinduque,"13.4767, 121.9032",Luzon,1860,2005,37845
Region IV-B,Marinduque,"13.4767, 121.9032",Luzon,1860,2006,38044
Region IV-B,Marinduque,"13.4767, 121.9032",Luzon,1860,2007,37701
Region IV-B,Marinduque,"13.4767, 121.9032",Luzon,1860,2008,38006
Region IV-B,Marinduque,"13.4767, 121.9032",Luzon,1860,2009,37749
Region IV-B,Marinduque,"13.4767, 121.9032",Luzon,1860,2010,37102
Region IV-B,Marinduque,"13.4767, 121.9032",Luzon,1860,2011,37457
Region IV-B,Marinduque,"13.4767, 121.9032",Luzon,1860,2012,36612
Region IV-B,Occidental Mindoro,"13.1024, 120.7651",Luzon,1860,2005,71529
Region IV-B,Occidental Mindoro,"13.1024, 120.7651",Luzon,1860,2006,72140
Region IV-B,Occidental Mindoro,"13.1024, 120.7651",Luzon,1860,2007,71756
Region IV-B,Occidental Mindoro,"13.1024, 120.7651",Luzon,1860,2008,74712
Region IV-B,Occidental Mindoro,"13.1024, 120.7651",Luzon,1860,2009,77680
Region IV-B,Occidental Mindoro,"13.1024, 120.7651",Luzon,1860,2010,79534
Region IV-B,Occidental Mindoro,"13.1024, 120.7651",Luzon,1860,2011,80614
Region IV-B,Occidental Mindoro,"13.1024, 120.7651",Luzon,1860,2012,81675
Region IV-B,Oriental Mindoro,"13.0565, 121.4069",Luzon,1860,2005,104701
Region IV-B,Oriental Mindoro,"13.0565, 121.4069",Luzon,1860,2006,105139
Region IV-B,Oriental Mindoro,"13.0565, 121.4069",Luzon,1860,2007,105450
Region IV-B,Oriental Mindoro,"13.0565, 121.4069",Luzon,1860,2008,105317
Region IV-B,Oriental Mindoro,"13.0565, 121.4069",Luzon,1860,2009,108214
Region IV-B,Oriental Mindoro,"13.0565, 121.4069",Luzon,1860,2010,109487
Region IV-B,Oriental Mindoro,"13.0565, 121.4069",Luzon,1860,2011,110365
Region IV-B,Oriental Mindoro,"13.0565, 121.4069",Luzon,1860,2012,109287
Region IV-B,Palawan,"9.8349, 118.7384",Luzon,1860,2005,117683
Region IV-B,Palawan,"9.8349, 118.7384",Luzon,1860,2006,121992
Region IV-B,Palawan,"9.8349, 118.7384",Luzon,1860,2007,124305
Region IV-B,Palawan,"9.8349, 118.7384",Luzon,1860,2008,129461
Region IV-B,Palawan,"9.8349, 118.7384",Luzon,1860,2009,131616
Region IV-B,Palawan,"9.8349, 118.7384",Luzon,1860,2010,135714
Region IV-B,Palawan,"9.8349, 118.7384",Luzon,1860,2011,142993
Region IV-B,Palawan,"9.8349, 118.7384",Luzon,1860,2012,144474
Region IV-B,Romblon,"12.575127, 122.270813",Luzon,1860,2005,51774
Region IV-B,Romblon,"12.575127, 122.270813",Luzon,1860,2006,51189
Region IV-B,Romblon,"12.575127, 122.270813",Luzon,1860,2007,51615
Region IV-B,Romblon,"12.575127, 122.270813",Luzon,1860,2008,51123
Region IV-B,Romblon,"12.575127, 122.270813",Luzon,1860,2009,50113
Region IV-B,Romblon,"12.575127, 122.270813",Luzon,1860,2010,50024
Region IV-B,Romblon,"12.575127, 122.270813",Luzon,1860,2011,50439
Region IV-B,Romblon,"12.575127, 122.270813",Luzon,1860,2012,49417
Region IV-B,Puerto Princesa City,"9.739167, 118.735278",Luzon,1860,2005,28587
Region IV-B,Puerto Princesa City,"9.739167, 118.735278",Luzon,1860,2006,29226
Region IV-B,Puerto Princesa City,"9.739167, 118.735278",Luzon,1860,2007,29122
Region IV-B,Puerto Princesa City,"9.739167, 118.735278",Luzon,1860,2008,30703
Region IV-B,Puerto Princesa City,"9.739167, 118.735278",Luzon,1860,2009,31422
Region IV-B,Puerto Princesa City,"9.739167, 118.735278",Luzon,1860,2010,32242
Region IV-B,Puerto Princesa City,"9.739167, 118.735278",Luzon,1860,2011,33869
Region IV-B,Puerto Princesa City,"9.739167, 118.735278",Luzon,1860,2012,34217
Region IV-B,Calapan City,"13.410833, 121.179722",Luzon,1860,2005,16335
Region IV-B,Calapan City,"13.410833, 121.179722",Luzon,1860,2006,16316
Region IV-B,Calapan City,"13.410833, 121.179722",Luzon,1860,2007,16482
Region IV-B,Calapan City,"13.410833, 121.179722",Luzon,1860,2008,16587
Region IV-B,Calapan City,"13.410833, 121.179722",Luzon,1860,2009,16836
Region IV-B,Calapan City,"13.410833, 121.179722",Luzon,1860,2010,16763
Region IV-B,Calapan City,"13.410833, 121.179722",Luzon,1860,2011,17113
Region IV-B,Calapan City,"13.410833, 121.179722",Luzon,1860,2012,17223
Region V,Albay,"13.1775, 123.5280",Luzon,3149,2005,133368
Region V,Albay,"13.1775, 123.5280",Luzon,3149,2006,134615
Region V,Albay,"13.1775, 123.5280",Luzon,3149,2007,135067
Region V,Albay,"13.1775, 123.5280",Luzon,3149,2008,134951
Region V,Albay,"13.1775, 123.5280",Luzon,3149,2009,138067
Region V,Albay,"13.1775, 123.5280",Luzon,3149,2010,140792
Region V,Albay,"13.1775, 123.5280",Luzon,3149,2011,143031
Region V,Albay,"13.1775, 123.5280",Luzon,3149,2012,141890
Region V,Camarines Norte,"14.1390, 122.7633",Luzon,3149,2005,85288
Region V,Camarines Norte,"14.1390, 122.7633",Luzon,3149,2006,87375
Region V,Camarines Norte,"14.1390, 122.7633",Luzon,3149,2007,88525
Region V,Camarines Norte,"14.1390, 122.7633",Luzon,3149,2008,90806
Region V,Camarines Norte,"14.1390, 122.7633",Luzon,3149,2009,90841
Region V,Camarines Norte,"14.1390, 122.7633",Luzon,3149,2010,91392
Region V,Camarines Norte,"14.1390, 122.7633",Luzon,3149,2011,94116
Region V,Camarines Norte,"14.1390, 122.7633",Luzon,3149,2012,94490
Region V,Camarines Sur,"13.5250, 123.3486",Luzon,3149,2005,245305
Region V,Camarines Sur,"13.5250, 123.3486",Luzon,3149,2006,246325
Region V,Camarines Sur,"13.5250, 123.3486",Luzon,3149,2007,249083
Region V,Camarines Sur,"13.5250, 123.3486",Luzon,3149,2008,254414
Region V,Camarines Sur,"13.5250, 123.3486",Luzon,3149,2009,265810
Region V,Camarines Sur,"13.5250, 123.3486",Luzon,3149,2010,272300
Region V,Camarines Sur,"13.5250, 123.3486",Luzon,3149,2011,283096
Region V,Camarines Sur,"13.5250, 123.3486",Luzon,3149,2012,285303
Region V,Catanduanes,"13.7089, 124.2422",Luzon,3149,2005,39798
Region V,Catanduanes,"13.7089, 124.2422",Luzon,3149,2006,40428
Region V,Catanduanes,"13.7089, 124.2422",Luzon,3149,2007,41011
Region V,Catanduanes,"13.7089, 124.2422",Luzon,3149,2008,41674
Region V,Catanduanes,"13.7089, 124.2422",Luzon,3149,2009,41792
Region V,Catanduanes,"13.7089, 124.2422",Luzon,3149,2010,42812
Region V,Catanduanes,"13.7089, 124.2422",Luzon,3149,2011,43145
Region V,Catanduanes,"13.7089, 124.2422",Luzon,3149,2012,43271
Region V,Masbate,"12.3687, 123.6225",Luzon,3149,2005,142308
Region V,Masbate,"12.3687, 123.6225",Luzon,3149,2006,145027
Region V,Masbate,"12.3687, 123.6225",Luzon,3149,2007,153485
Region V,Masbate,"12.3687, 123.6225",Luzon,3149,2008,156325
Region V,Masbate,"12.3687, 123.6225",Luzon,3149,2009,159429
Region V,Masbate,"12.3687, 123.6225",Luzon,3149,2010,163384
Region V,Masbate,"12.3687, 123.6225",Luzon,3149,2011,162194
Region V,Masbate,"12.3687, 123.6225",Luzon,3149,2012,160940
Region V,Sorsogon,"12.9708, 124.0053",Luzon,3149,2005,104895
Region V,Sorsogon,"12.9708, 124.0053",Luzon,3149,2006,105059
Region V,Sorsogon,"12.9708, 124.0053",Luzon,3149,2007,104446
Region V,Sorsogon,"12.9708, 124.0053",Luzon,3149,2008,106296
Region V,Sorsogon,"12.9708, 124.0053",Luzon,3149,2009,106505
Region V,Sorsogon,"12.9708, 124.0053",Luzon,3149,2010,107595
Region V,Sorsogon,"12.9708, 124.0053",Luzon,3149,2011,111167
Region V,Sorsogon,"12.9708, 124.0053",Luzon,3149,2012,109940
Region V,Iriga City,"13.4205, 123.4180",Luzon,3149,2005,14152
Region V,Iriga City,"13.4205, 123.4180",Luzon,3149,2006,14493
Region V,Iriga City,"13.4205, 123.4180",Luzon,3149,2007,14465
Region V,Iriga City,"13.4205, 123.4180",Luzon,3149,2008,15272
Region V,Iriga City,"13.4205, 123.4180",Luzon,3149,2009,15801
Region V,Iriga City,"13.4205, 123.4180",Luzon,3149,2010,16038
Region V,Iriga City,"13.4205, 123.4180",Luzon,3149,2011,16178
Region V,Iriga City,"13.4205, 123.4180",Luzon,3149,2012,16407
Region V,Legaspi City,"13.1391, 123.7438",Luzon,3149,2005,23193
Region V,Legaspi City,"13.1391, 123.7438",Luzon,3149,2006,23318
Region V,Legaspi City,"13.1391, 123.7438",Luzon,3149,2007,23375
Region V,Legaspi City,"13.1391, 123.7438",Luzon,3149,2008,24066
Region V,Legaspi City,"13.1391, 123.7438",Luzon,3149,2009,24456
Region V,Legaspi City,"13.1391, 123.7438",Luzon,3149,2010,25130
Region V,Legaspi City,"13.1391, 123.7438",Luzon,3149,2011,25817
Region V,Legaspi City,"13.1391, 123.7438",Luzon,3149,2012,26432
Region V,Naga City,"13.6232, 123.1841",Luzon,3149,2005,24173
Region V,Naga City,"13.6232, 123.1841",Luzon,3149,2006,24251
Region V,Naga City,"13.6232, 123.1841",Luzon,3149,2007,25358
Region V,Naga City,"13.6232, 123.1841",Luzon,3149,2008,25428
Region V,Naga City,"13.6232, 123.1841",Luzon,3149,2009,25424
Region V,Naga City,"13.6232, 123.1841",Luzon,3149,2010,25930
Region V,Naga City,"13.6232, 123.1841",Luzon,3149,2011,25957
Region V,Naga City,"13.6232, 123.1841",Luzon,3149,2012,26131
Region V,Sorsogon City,"13.0085, 123.9973",Luzon,3149,2005,23982
Region V,Sorsogon City,"13.0085, 123.9973",Luzon,3149,2006,24471
Region V,Sorsogon City,"13.0085, 123.9973",Luzon,3149,2007,24710
Region V,Sorsogon City,"13.0085, 123.9973",Luzon,3149,2008,25353
Region V,Sorsogon City,"13.0085, 123.9973",Luzon,3149,2009,25832
Region V,Sorsogon City,"13.0085, 123.9973",Luzon,3149,2010,26139
Region V,Sorsogon City,"13.0085, 123.9973",Luzon,3149,2011,25863
Region V,Sorsogon City,"13.0085, 123.9973",Luzon,3149,2012,26532
Region V,Tabaco City,"13.3241, 123.6451",Luzon,3149,2005,20026
Region V,Tabaco City,"13.3241, 123.6451",Luzon,3149,2006,19949
Region V,Tabaco City,"13.3241, 123.6451",Luzon,3149,2007,19966
Region V,Tabaco City,"13.3241, 123.6451",Luzon,3149,2008,20094
Region V,Tabaco City,"13.3241, 123.6451",Luzon,3149,2009,20693
Region V,Tabaco City,"13.3241, 123.6451",Luzon,3149,2010,21360
Region V,Tabaco City,"13.3241, 123.6451",Luzon,3149,2011,22076
Region V,Tabaco City,"13.3241, 123.6451",Luzon,3149,2012,22213
Region V,Ligao City,"13.1724, 123.4944",Luzon,3149,2005,17308
Region V,Ligao City,"13.1724, 123.4944",Luzon,3149,2006,17534
Region V,Ligao City,"13.1724, 123.4944",Luzon,3149,2007,17735
Region V,Ligao City,"13.1724, 123.4944",Luzon,3149,2008,18302
Region V,Ligao City,"13.1724, 123.4944",Luzon,3149,2009,18488
Region V,Ligao City,"13.1724, 123.4944",Luzon,3149,2010,18438
Region V,Ligao City,"13.1724, 123.4944",Luzon,3149,2011,18411
Region V,Ligao City,"13.1724, 123.4944",Luzon,3149,2012,17846
Region V,Masbate City,"12.3574, 123.5504",Luzon,3149,2005,16044
Region V,Masbate City,"12.3574, 123.5504",Luzon,3149,2006,15764
Region V,Masbate City,"12.3574, 123.5504",Luzon,3149,2007,16550
Region V,Masbate City,"12.3574, 123.5504",Luzon,3149,2008,16700
Region V,Masbate City,"12.3574, 123.5504",Luzon,3149,2009,16565
Region V,Masbate City,"12.3574, 123.5504",Luzon,3149,2010,16437
Region V,Masbate City,"12.3574, 123.5504",Luzon,3149,2011,17132
Region V,Masbate City,"12.3574, 123.5504",Luzon,3149,2012,17392
Region VI,Aklan,"11.8166, 122.0942",Visayas,4094,2005,76486
Region VI,Aklan,"11.8166, 122.0942",Visayas,4094,2006,76322
Region VI,Aklan,"11.8166, 122.0942",Visayas,4094,2007,76417
Region VI,Aklan,"11.8166, 122.0942",Visayas,4094,2008,76323
Region VI,Aklan,"11.8166, 122.0942",Visayas,4094,2009,73473
Region VI,Aklan,"11.8166, 122.0942",Visayas,4094,2010,76658
Region VI,Aklan,"11.8166, 122.0942",Visayas,4094,2011,76721
Region VI,Aklan,"11.8166, 122.0942",Visayas,4094,2012,74608
Region VI,Antique,"11.3806, 122.0635",Visayas,4094,2005,76913
Region VI,Antique,"11.3806, 122.0635",Visayas,4094,2006,77101
Region VI,Antique,"11.3806, 122.0635",Visayas,4094,2007,77198
Region VI,Antique,"11.3806, 122.0635",Visayas,4094,2008,78048
Region VI,Antique,"11.3806, 122.0635",Visayas,4094,2009,82385
Region VI,Antique,"11.3806, 122.0635",Visayas,4094,2010,83361
Region VI,Antique,"11.3806, 122.0635",Visayas,4094,2011,85989
Region VI,Antique,"11.3806, 122.0635",Visayas,4094,2012,86638
Region VI,Capiz,"11.3889, 122.6277",Visayas,4094,2005,90897
Region VI,Capiz,"11.3889, 122.6277",Visayas,4094,2006,90442
Region VI,Capiz,"11.3889, 122.6277",Visayas,4094,2007,89807
Region VI,Capiz,"11.3889, 122.6277",Visayas,4094,2008,88523
Region VI,Capiz,"11.3889, 122.6277",Visayas,4094,2009,87098
Region VI,Capiz,"11.3889, 122.6277",Visayas,4094,2010,85750
Region VI,Capiz,"11.3889, 122.6277",Visayas,4094,2011,85099
Region VI,Capiz,"11.3889, 122.6277",Visayas,4094,2012,84041
Region VI,Guimaras,"10.5929, 122.6325",Visayas,4094,2005,21389
Region VI,Guimaras,"10.5929, 122.6325",Visayas,4094,2006,21660
Region VI,Guimaras,"10.5929, 122.6325",Visayas,4094,2007,21769
Region VI,Guimaras,"10.5929, 122.6325",Visayas,4094,2008,21659
Region VI,Guimaras,"10.5929, 122.6325",Visayas,4094,2009,21481
Region VI,Guimaras,"10.5929, 122.6325",Visayas,4094,2010,21372
Region VI,Guimaras,"10.5929, 122.6325",Visayas,4094,2011,21691
Region VI,Guimaras,"10.5929, 122.6325",Visayas,4094,2012,21720
Region VI,Iloilo,"10.696944, 122.564444",Visayas,4094,2005,223215
Region VI,Iloilo,"10.696944, 122.564444",Visayas,4094,2006,222151
Region VI,Iloilo,"10.696944, 122.564444",Visayas,4094,2007,223025
Region VI,Iloilo,"10.696944, 122.564444",Visayas,4094,2008,223068
Region VI,Iloilo,"10.696944, 122.564444",Visayas,4094,2009,232484
Region VI,Iloilo,"10.696944, 122.564444",Visayas,4094,2010,233738
Region VI,Iloilo,"10.696944, 122.564444",Visayas,4094,2011,240792
Region VI,Iloilo,"10.696944, 122.564444",Visayas,4094,2012,246514
Region VI,Negros Occidental,"10.2926, 123.0247",Visayas,4094,2005,223984
Region VI,Negros Occidental,"10.2926, 123.0247",Visayas,4094,2006,224062
Region VI,Negros Occidental,"10.2926, 123.0247",Visayas,4094,2007,223446
Region VI,Negros Occidental,"10.2926, 123.0247",Visayas,4094,2008,224968
Region VI,Negros Occidental,"10.2926, 123.0247",Visayas,4094,2009,209538
Region VI,Negros Occidental,"10.2926, 123.0247",Visayas,4094,2010,208540
Region VI,Negros Occidental,"10.2926, 123.0247",Visayas,4094,2011,213665
Region VI,Negros Occidental,"10.2926, 123.0247",Visayas,4094,2012,218506
Region VI,Bacolod City,"10.6677, 122.9533",Visayas,4094,2005,57052
Region VI,Bacolod City,"10.6677, 122.9533",Visayas,4094,2006,56797
Region VI,Bacolod City,"10.6677, 122.9533",Visayas,4094,2007,57202
Region VI,Bacolod City,"10.6677, 122.9533",Visayas,4094,2008,57782
Region VI,Bacolod City,"10.6677, 122.9533",Visayas,4094,2009,59045
Region VI,Bacolod City,"10.6677, 122.9533",Visayas,4094,2010,60598
Region VI,Bacolod City,"10.6677, 122.9533",Visayas,4094,2011,61836
Region VI,Bacolod City,"10.6677, 122.9533",Visayas,4094,2012,64561
Region VI,Bago City,"10.5034, 122.9663",Visayas,4094,2005,22651
Region VI,Bago City,"10.5034, 122.9663",Visayas,4094,2006,22570
Region VI,Bago City,"10.5034, 122.9663",Visayas,4094,2007,22733
Region VI,Bago City,"10.5034, 122.9663",Visayas,4094,2008,22541
Region VI,Bago City,"10.5034, 122.9663",Visayas,4094,2009,23014
Region VI,Bago City,"10.5034, 122.9663",Visayas,4094,2010,23293
Region VI,Bago City,"10.5034, 122.9663",Visayas,4094,2011,23394
Region VI,Bago City,"10.5034, 122.9663",Visayas,4094,2012,23132
Region VI,Cadiz City,"10.9465, 123.288",Visayas,4094,2005,22532
Region VI,Cadiz City,"10.9465, 123.288",Visayas,4094,2006,22314
Region VI,Cadiz City,"10.9465, 123.288",Visayas,4094,2007,22089
Region VI,Cadiz City,"10.9465, 123.288",Visayas,4094,2008,22522
Region VI,Cadiz City,"10.9465, 123.288",Visayas,4094,2009,22281
Region VI,Cadiz City,"10.9465, 123.288",Visayas,4094,2010,22200
Region VI,Cadiz City,"10.9465, 123.288",Visayas,4094,2011,22354
Region VI,Cadiz City,"10.9465, 123.288",Visayas,4094,2012,22907
Region VI,Iloilo City,"10.7202, 122.5621",Visayas,4094,2005,42161
Region VI,Iloilo City,"10.7202, 122.5621",Visayas,4094,2006,42593
Region VI,Iloilo City,"10.7202, 122.5621",Visayas,4094,2007,42420
Region VI,Iloilo City,"10.7202, 122.5621",Visayas,4094,2008,43086
Region VI,Iloilo City,"10.7202, 122.5621",Visayas,4094,2009,45086
Region VI,Iloilo City,"10.7202, 122.5621",Visayas,4094,2010,46355
Region VI,Iloilo City,"10.7202, 122.5621",Visayas,4094,2011,47167
Region VI,Iloilo City,"10.7202, 122.5621",Visayas,4094,2012,47491
Region VI,La Carlota City,"10.4118, 123.0001",Visayas,4094,2005,8689
Region VI,La Carlota City,"10.4118, 123.0001",Visayas,4094,2006,8556
Region VI,La Carlota City,"10.4118, 123.0001",Visayas,4094,2007,8596
Region VI,La Carlota City,"10.4118, 123.0001",Visayas,4094,2008,8639
Region VI,La Carlota City,"10.4118, 123.0001",Visayas,4094,2009,8793
Region VI,La Carlota City,"10.4118, 123.0001",Visayas,4094,2010,8752
Region VI,La Carlota City,"10.4118, 123.0001",Visayas,4094,2011,8726
Region VI,La Carlota City,"10.4118, 123.0001",Visayas,4094,2012,9168
Region VI,Roxas City,"11.585278, 122.751111",Visayas,4094,2005,20212
Region VI,Roxas City,"11.585278, 122.751111",Visayas,4094,2006,19902
Region VI,Roxas City,"11.585278, 122.751111",Visayas,4094,2007,20182
Region VI,Roxas City,"11.585278, 122.751111",Visayas,4094,2008,20177
Region VI,Roxas City,"11.585278, 122.751111",Visayas,4094,2009,20347
Region VI,Roxas City,"11.585278, 122.751111",Visayas,4094,2010,20865
Region VI,Roxas City,"11.585278, 122.751111",Visayas,4094,2011,20628
Region VI,Roxas City,"11.585278, 122.751111",Visayas,4094,2012,20906
Region VI,Sagay City,"10.8783, 123.4082",Visayas,4094,2005,20974
Region VI,Sagay City,"10.8783, 123.4082",Visayas,4094,2006,20868
Region VI,Sagay City,"10.8783, 123.4082",Visayas,4094,2007,20846
Region VI,Sagay City,"10.8783, 123.4082",Visayas,4094,2008,21039
Region VI,Sagay City,"10.8783, 123.4082",Visayas,4094,2009,20811
Region VI,Sagay City,"10.8783, 123.4082",Visayas,4094,2010,21367
Region VI,Sagay City,"10.8783, 123.4082",Visayas,4094,2011,21668
Region VI,Sagay City,"10.8783, 123.4082",Visayas,4094,2012,22974
Region VI,San Carlos City,"10.4837, 123.4129",Visayas,4094,2005,21855
Region VI,San Carlos City,"10.4837, 123.4129",Visayas,4094,2006,21483
Region VI,San Carlos City,"10.4837, 123.4129",Visayas,4094,2007,21390
Region VI,San Carlos City,"10.4837, 123.4129",Visayas,4094,2008,21084
Region VI,San Carlos City,"10.4837, 123.4129",Visayas,4094,2009,21276
Region VI,San Carlos City,"10.4837, 123.4129",Visayas,4094,2010,20461
Region VI,San Carlos City,"10.4837, 123.4129",Visayas,4094,2011,21706
Region VI,San Carlos City,"10.4837, 123.4129",Visayas,4094,2012,21714
Region VI,Silay City,"10.7528, 123.0876",Visayas,4094,2005,15726
Region VI,Silay City,"10.7528, 123.0876",Visayas,4094,2006,15848
Region VI,Silay City,"10.7528, 123.0876",Visayas,4094,2007,15720
Region VI,Silay City,"10.7528, 123.0876",Visayas,4094,2008,15347
Region VI,Silay City,"10.7528, 123.0876",Visayas,4094,2009,15217
Region VI,Silay City,"10.7528, 123.0876",Visayas,4094,2010,15355
Region VI,Silay City,"10.7528, 123.0876",Visayas,4094,2011,15609
Region VI,Silay City,"10.7528, 123.0876",Visayas,4094,2012,15691
Region VI,Kabankalan City,"9.9134, 122.8536",Visayas,4094,2005,26738
Region VI,Kabankalan City,"9.9134, 122.8536",Visayas,4094,2006,26517
Region VI,Kabankalan City,"9.9134, 122.8536",Visayas,4094,2007,26649
Region VI,Kabankalan City,"9.9134, 122.8536",Visayas,4094,2008,26917
Region VI,Kabankalan City,"9.9134, 122.8536",Visayas,4094,2009,26809
Region VI,Kabankalan City,"9.9134, 122.8536",Visayas,4094,2010,26704
Region VI,Kabankalan City,"9.9134, 122.8536",Visayas,4094,2011,28997
Region VI,Kabankalan City,"9.9134, 122.8536",Visayas,4094,2012,29783
Region VI,Passi City,"11.1688, 122.6504",Visayas,4094,2005,10689
Region VI,Passi City,"11.1688, 122.6504",Visayas,4094,2006,10890
Region VI,Passi City,"11.1688, 122.6504",Visayas,4094,2007,11114
Region VI,Passi City,"11.1688, 122.6504",Visayas,4094,2008,11091
Region VI,Passi City,"11.1688, 122.6504",Visayas,4094,2009,11193
Region VI,Passi City,"11.1688, 122.6504",Visayas,4094,2010,11448
Region VI,Passi City,"11.1688, 122.6504",Visayas,4094,2011,12059
Region VI,Passi City,"11.1688, 122.6504",Visayas,4094,2012,12028
Region VI,Escalante City,"10.8291, 123.5056",Visayas,4094,2005,0
Region VI,Escalante City,"10.8291, 123.5056",Visayas,4094,2006,0
Region VI,Escalante City,"10.8291, 123.5056",Visayas,4094,2007,0
Region VI,Escalante City,"10.8291, 123.5056",Visayas,4094,2008,0
Region VI,Escalante City,"10.8291, 123.5056",Visayas,4094,2009,14978
Region VI,Escalante City,"10.8291, 123.5056",Visayas,4094,2010,15140
Region VI,Escalante City,"10.8291, 123.5056",Visayas,4094,2011,15164
Region VI,Escalante City,"10.8291, 123.5056",Visayas,4094,2012,15504
Region VII,Bohol,"9.8500, 124.1435",Visayas,2250,2005,161819
Region VII,Bohol,"9.8500, 124.1435",Visayas,2250,2006,165298
Region VII,Bohol,"9.8500, 124.1435",Visayas,2250,2007,167484
Region VII,Bohol,"9.8500, 124.1435",Visayas,2250,2008,168619
Region VII,Bohol,"9.8500, 124.1435",Visayas,2250,2009,171809
Region VII,Bohol,"9.8500, 124.1435",Visayas,2250,2010,173183
Region VII,Bohol,"9.8500, 124.1435",Visayas,2250,2011,178159
Region VII,Bohol,"9.8500, 124.1435",Visayas,2250,2012,182238
Region VII,Cebu,"10.3157, 123.8854",Visayas,2250,2005,296834
Region VII,Cebu,"10.3157, 123.8854",Visayas,2250,2006,297423
